URL,Pageviews,Unique_Pageviews,Avg_Time_on_Page,Entrances,Bounce_Rate,%_Exit,OBJECTID
/opendata.dc.gov/datasets/0ab0f66cd0c14b3380ff232ebb2c3b29_25,57,32,0:00:25,3,0.00%,1.75%,1536
/opendata.dc.gov/datasets/2012-private-building-energy-and-water-performance-benchmarking,57,43,0:01:30,1,0.00%,8.77%,1537
/opendata.dc.gov/datasets/554e9b5b8f5d45b7a10a934f4ccfc08b_21,57,32,0:00:21,5,20.00%,7.02%,1538
/opendata.dc.gov/datasets/623fbbdcb31041278778f97aa033d262_2?uiTab=table&filterByExtent=true,57,49,0:03:56,33,57.58%,54.39%,1539
/opendata.dc.gov/datasets/census-block-groups-by-2004-population-density,57,52,0:01:17,0,0.00%,14.04%,1540
/opendata.dc.gov/datasets/cultural-areas/data,57,49,0:01:02,0,0.00%,3.51%,1541
/opendata.dc.gov/datasets/owner-points-all-fields/data,57,42,0:01:05,1,0.00%,10.53%,1542
/opendata.dc.gov/datasets/school-crossing-guards,57,45,0:00:50,3,0.00%,7.02%,1543
/opendata.dc.gov/datasets/tax-lots-historical,57,48,0:00:40,0,0.00%,7.02%,1544
/opendata.dc.gov/datasets/transportation-study-areas/data,57,47,0:01:09,1,100.00%,7.02%,1545
/opendata.dc.gov/datasets/washington-dc-public-art/data,57,49,0:01:49,1,0.00%,15.79%,1546
/opendata.dc.gov/datasets/zoning-development-standards,57,34,0:01:25,3,33.33%,12.28%,1547
/opendata.dc.gov/datasets?page=4&sort=-updatedAt,56,44,0:00:35,0,0.00%,3.57%,1548
/opendata.dc.gov/datasets?page=7&q=public service,56,43,0:00:14,0,0.00%,0.00%,1549
/opendata.dc.gov/datasets?q=budget,56,45,0:03:33,1,0.00%,35.71%,1550
/opendata.dc.gov/datasets?q=liquor licenses,56,46,0:00:12,1,0.00%,3.57%,1551
/opendata.dc.gov/datasets?q=public housing,56,47,0:00:15,3,0.00%,1.79%,1552
/opendata.dc.gov/datasets/192628cca63944d6a881552f9d40ab49_7,56,30,0:00:31,3,66.67%,7.14%,1553
/opendata.dc.gov/datasets/240156f8a5af4c949f204db73bc661d4_82,56,39,0:00:38,10,10.00%,14.29%,1554
/opendata.dc.gov/datasets/308a75bb516e40fbab75644465f91dfc_116,56,34,0:00:18,6,0.00%,8.93%,1555
/opendata.dc.gov/datasets/60f43d8ef4ef492485715bcc406d63ef_4,56,33,0:00:32,2,0.00%,3.57%,1556
/opendata.dc.gov/datasets/6221825fc06b4d6a9cbb9022872a17b0_1,56,26,0:01:16,3,0.00%,7.14%,1557
/opendata.dc.gov/datasets/8311590ecf2c4de294c1556c48c2837c_0,56,30,0:03:25,7,14.29%,14.29%,1558
/opendata.dc.gov/datasets/86ab00394ab84df6b7b942cdfe6b8736_24,56,33,0:00:11,10,10.00%,12.50%,1559
/opendata.dc.gov/datasets/dpw-parking-beats,56,42,0:00:27,0,0.00%,3.57%,1560
/opendata.dc.gov/datasets/e942b2278b204ae0b2352da9ca13e83c_20,56,40,0:04:15,32,9.38%,39.29%,1561
/opendata.dc.gov/datasets/fc66309ca22e44aca3748efdeb0459af_14,56,29,0:00:51,3,0.00%,5.36%,1562
/opendata.dc.gov/datasets/fdacfbdda7654e06a161352247d3a2f0_34,56,40,0:00:16,4,0.00%,8.93%,1563
/opendata.dc.gov/datasets/historic-districts,56,45,0:01:33,2,50.00%,17.86%,1564
/opendata.dc.gov/datasets/streetalley-lights-last-30-days,56,41,0:03:41,1,0.00%,25.00%,1565
/opendata.dc.gov/datasets?page=10&q=planning,55,48,0:00:11,0,0.00%,0.00%,1566
/opendata.dc.gov/datasets?page=2&q=311,55,40,0:00:30,0,0.00%,5.45%,1567
/opendata.dc.gov/datasets?page=24&q=transportation,55,49,0:00:08,0,0.00%,3.64%,1568
/opendata.dc.gov/datasets?page=30&q=transportation,55,39,0:00:27,0,0.00%,1.82%,1569
/opendata.dc.gov/datasets?page=31&q=transportation,55,39,0:00:17,1,0.00%,0.00%,1570
/opendata.dc.gov/datasets?page=33&q=transportation,55,39,0:00:20,0,0.00%,0.00%,1571
/opendata.dc.gov/datasets?page=6&q=political,55,48,0:00:19,1,0.00%,0.00%,1572
/opendata.dc.gov/datasets?page=7&q=cultural,55,48,0:00:40,0,0.00%,10.91%,1573
/opendata.dc.gov/datasets?q=contours,55,40,0:00:31,0,0.00%,3.64%,1574
/opendata.dc.gov/datasets?q=grocery stores,55,45,0:00:09,2,0.00%,0.00%,1575
/opendata.dc.gov/datasets?q=metro stations regional,55,43,0:00:16,0,0.00%,1.82%,1576
/opendata.dc.gov/datasets?q=recreation facilities,55,41,0:00:11,3,0.00%,1.82%,1577
/opendata.dc.gov/datasets?q=stormwater,55,40,0:00:09,6,0.00%,7.27%,1578
/opendata.dc.gov/datasets?q=weather,55,47,0:01:08,3,66.67%,23.64%,1579
/opendata.dc.gov/datasets/03cc82b08d694632b3a6e32aaf501272_3?uiTab=table&orderByFields=SHAPE_Area+ASC,55,40,0:04:48,31,29.03%,43.64%,1580
/opendata.dc.gov/datasets/0ef47379cbae44e88267c01eaec2ff6e_31/data,55,47,0:01:42,4,100.00%,18.18%,1581
/opendata.dc.gov/datasets/10e58174831e49a2aebaa129cc1c3bd5_20?filterByExtent=false,55,27,0:00:16,22,4.55%,9.09%,1582
/opendata.dc.gov/datasets/3d692f575b624acab4605699aa65973c_7,55,27,0:00:07,3,0.00%,5.45%,1583
/opendata.dc.gov/datasets/3ec212f6f80c460cb51ec6d8a900067a_1,55,48,0:02:33,9,33.33%,30.91%,1584
/opendata.dc.gov/datasets/6834d484be5747009e1881f3844420e0_17,55,22,0:00:18,5,25.00%,9.09%,1585
/opendata.dc.gov/datasets/basic-business-license-in-2016/data,55,47,0:01:22,1,0.00%,23.64%,1586
/opendata.dc.gov/datasets/child-development-centers/data,55,46,0:02:54,5,50.00%,27.27%,1587
/opendata.dc.gov/datasets/eb38505cbdcd412186d421bd90252f49_22,55,32,0:00:08,0,0.00%,3.64%,1588
/opendata.dc.gov/datasets/incarceration-daily-counts-from-fy-2011-to-june-fy-2016/data,55,41,0:00:40,1,0.00%,5.45%,1589
/opendata.dc.gov/datasets/red-light-cameras,55,46,0:01:46,0,0.00%,16.36%,1590
/opendata.dc.gov/datasets/snow-emergency-roads,55,39,0:00:38,0,0.00%,14.55%,1591
/opendata.dc.gov/datasets/washington-dc-boundary-proposed,55,42,0:00:32,1,0.00%,9.09%,1592
/opendata.dc.gov/?basemap=secondary&mapSize=map-maximize,54,23,0:00:02,11,0.00%,1.85%,1593
/opendata.dc.gov/datasets?page=2&q=land use,54,41,0:00:41,0,0.00%,0.00%,1594
/opendata.dc.gov/datasets?page=21,54,47,0:00:24,0,0.00%,3.70%,1595
/opendata.dc.gov/datasets?page=22,54,44,0:00:16,1,0.00%,0.00%,1596
/opendata.dc.gov/datasets?page=22&q=transportation,54,47,0:00:12,0,0.00%,0.00%,1597
/opendata.dc.gov/datasets?page=24,54,40,0:00:52,1,0.00%,0.00%,1598
/opendata.dc.gov/datasets?page=28&q=transportation,54,45,0:00:11,0,0.00%,1.85%,1599
/opendata.dc.gov/datasets?page=3&q=parking,54,49,0:00:14,0,0.00%,1.85%,1600
/opendata.dc.gov/datasets?q=*&keyword=imagery&page=2&sort_by=updated_at,54,25,0:00:01,12,0.00%,3.70%,1601
/opendata.dc.gov/datasets?q=bicycle count,54,24,0:00:10,4,0.00%,7.41%,1602
/opendata.dc.gov/datasets?q=census blocks,54,30,0:00:18,1,0.00%,5.56%,1603
/opendata.dc.gov/datasets?q=metro station,54,45,0:01:39,7,0.00%,3.70%,1604
/opendata.dc.gov/datasets?q=national parks,54,45,0:00:14,4,0.00%,1.85%,1605
/opendata.dc.gov/datasets?q=OTR,54,39,0:01:33,17,35.29%,27.78%,1606
/opendata.dc.gov/datasets?q=ownerply,54,42,0:00:13,3,0.00%,1.85%,1607
/opendata.dc.gov/datasets?q=street light,54,40,0:00:42,0,0.00%,1.85%,1608
/opendata.dc.gov/datasets?q=Streetcar&sort_by=relevance,54,25,0:00:03,22,0.00%,7.41%,1609
/opendata.dc.gov/datasets?q=trash,54,36,0:00:53,5,0.00%,3.70%,1610
/opendata.dc.gov/datasets/04acb68a8c534f39a51b1bfc2d65857c_44,54,34,0:01:16,11,9.09%,11.11%,1611
/opendata.dc.gov/datasets/22e954e7d625490f90c3ab7f486cb9cd_47,54,39,0:00:48,3,50.00%,14.81%,1612
"/opendata.dc.gov/datasets/661a67b1feaa4493b8a7ffb5642614d6_4?uiTab=table&orderByFields=STATUS+ASC&geometry=-77.173,38.883,-76.847,38.924",54,26,0:00:08,0,0.00%,0.00%,1613
/opendata.dc.gov/datasets/70248b73c20f46b0a5ee895fc91d6222_25,54,44,0:01:39,3,0.00%,18.52%,1614
/opendata.dc.gov/datasets/aa514416aaf74fdc94748f1e56e7cc8a_0/data,54,41,0:03:26,5,40.00%,25.93%,1615
/opendata.dc.gov/datasets/ba016f9d6bcf436792cf3b01e0d5c92e_14,54,32,0:00:34,3,0.00%,9.26%,1616
/opendata.dc.gov/datasets/c63ac76a805f4e93acd1b07f25c2b85d_107,54,29,0:00:06,2,0.00%,1.85%,1617
/opendata.dc.gov/datasets/camera-enforcement-locations/data,54,45,0:01:31,3,33.33%,22.22%,1618
/opendata.dc.gov/datasets/census-tracts-by-population-change-2000/data,54,45,0:01:31,0,0.00%,11.11%,1619
"/opendata.dc.gov/datasets/crime-incidents-in-2017/data?geometry=-77.665,38.811,-76.358,38.998",54,50,0:01:00,46,76.09%,70.37%,1620
/opendata.dc.gov/datasets/economic-development-zones/data,54,42,0:00:45,0,0.00%,9.26%,1621
/opendata.dc.gov/datasets/geodetic-control-points,54,47,0:01:27,0,0.00%,9.26%,1622
/opendata.dc.gov/datasets/street-vendors,54,36,0:00:44,0,0.00%,3.70%,1623
/opendata.dc.gov/datasets?page=4&q=business,53,39,0:00:18,0,0.00%,1.89%,1624
/opendata.dc.gov/datasets?q=business license,53,32,0:00:37,1,0.00%,1.89%,1625
/opendata.dc.gov/datasets?q=impervious surface 2015,53,45,0:00:57,0,0.00%,0.00%,1626
/opendata.dc.gov/datasets/59698abb7fc94600921c51a58850a8ba_3,53,28,0:00:29,3,0.00%,5.66%,1627
/opendata.dc.gov/datasets/66982badbd654dedadf1b346d1a95dca_42,53,25,0:00:08,8,11.11%,3.77%,1628
/opendata.dc.gov/datasets/714d5f8b06914b8596b34b181439e702_36,53,38,0:02:03,4,100.00%,22.64%,1629
/opendata.dc.gov/datasets/a3030a7bccae4f379450b5cd95672859_0,53,35,0:02:04,5,40.00%,13.21%,1630
/opendata.dc.gov/datasets/annual-public-space-rental-permits,53,38,0:01:02,0,0.00%,16.98%,1631
/opendata.dc.gov/datasets/city-service-requests-in-2013,53,44,0:00:43,0,0.00%,13.21%,1632
/opendata.dc.gov/datasets/fines-and-fees,53,37,0:00:53,0,0.00%,5.66%,1633
/opendata.dc.gov/datasets/green-sites-and-amenities-/data,53,43,0:02:52,1,0.00%,15.09%,1634
/opendata.dc.gov/datasets/litter-cans,53,47,0:01:58,8,50.00%,30.19%,1635
/opendata.dc.gov/datasets/national-parks-by-name,53,44,0:01:21,0,0.00%,9.43%,1636
/opendata.dc.gov/datasets/police-service-areas/data,53,42,0:01:13,0,0.00%,13.21%,1637
/opendata.dc.gov/datasets/property-sale-points,53,42,0:02:27,1,0.00%,11.32%,1638
/opendata.dc.gov/?mapSize=map-minimize,52,24,0:00:03,7,0.00%,1.92%,1639
/opendata.dc.gov/datasets?page=11&q=planning,52,43,0:00:08,0,0.00%,0.00%,1640
/opendata.dc.gov/datasets?page=25,52,35,0:00:15,0,0.00%,1.92%,1641
/opendata.dc.gov/datasets?page=3&q=building,52,49,0:00:32,0,0.00%,5.77%,1642
/opendata.dc.gov/datasets?q=*&page=1&sort_by=updated_at,52,24,0:00:01,20,0.00%,0.00%,1643
/opendata.dc.gov/datasets?q=bicycle lanes,52,41,0:00:24,1,0.00%,7.69%,1644
/opendata.dc.gov/datasets?q=census block,52,35,0:00:26,1,0.00%,5.77%,1645
/opendata.dc.gov/datasets?q=crime+incidents&sort_by=relevance,52,22,0:00:49,19,10.53%,9.62%,1646
/opendata.dc.gov/datasets?q=ITSA+OST&sort_by=relevance,52,21,0:01:15,20,0.00%,17.31%,1647
/opendata.dc.gov/datasets?q=land,52,37,0:00:59,2,0.00%,1.92%,1648
/opendata.dc.gov/datasets?q=Property CAD Lines,52,35,0:02:08,21,10.53%,13.46%,1649
/opendata.dc.gov/datasets?q=street right of way,52,33,0:00:08,1,0.00%,0.00%,1650
/opendata.dc.gov/datasets/2e967e9053144a309680fccea0f7b4e1_11,52,21,0:00:10,6,0.00%,0.00%,1651
/opendata.dc.gov/datasets/37a6ecfe6ed3412abbae967ec957582c_33,52,30,0:01:04,7,14.29%,17.31%,1652
"/opendata.dc.gov/datasets/5d14ae7dcd1544878c54e61edda489c3_24?geometry=-77.034,38.911,-76.993,38.916",52,23,0:00:01,9,0.00%,0.00%,1653
/opendata.dc.gov/datasets/67da6b571c5e41ec8c21b5ce54080434_0,52,33,0:00:45,8,25.00%,11.54%,1654
/opendata.dc.gov/datasets/794810d6111a4c17ab4911a6b88f75ec_0?uiTab=charts&selectedAttributes[]=AGENCY_NAME&chartType=bar,52,24,0:00:01,22,0.00%,0.00%,1655
/opendata.dc.gov/datasets/9e102552d36b44039dd1598cd6209e5d_80?mapSize=map-normal&orderByFields=STCODE+DESC&where=ROW_ROADWAY+>=+30+AND+ROW_ROADWAY+<=+90&filterByExtent=true&uiTab=table,52,25,0:00:32,16,0.00%,7.69%,1656
/opendata.dc.gov/datasets/a1f7acf65795451d89f0a38565a975b3_5/data,52,38,0:03:08,12,26.67%,30.77%,1657
/opendata.dc.gov/datasets/a973c2c7b7c14a918859f3e38bdffdd2_42/data,52,42,0:01:08,2,0.00%,9.62%,1658
/opendata.dc.gov/datasets/anacostia-waterfront-initiative,52,43,0:02:28,0,0.00%,9.62%,1659
/opendata.dc.gov/datasets/bfe6977cfd574c2b894cd67cf6a787c3_2,52,34,0:01:07,3,0.00%,11.54%,1660
/opendata.dc.gov/datasets/building-permits-in-2017/geoservice,52,38,0:01:23,5,40.00%,21.15%,1661
/opendata.dc.gov/datasets/city-service-requests-in-2014/data,52,41,0:04:53,1,100.00%,15.38%,1662
/opendata.dc.gov/datasets/crime-incidents-in-2015/data,52,44,0:02:14,2,0.00%,19.23%,1663
/opendata.dc.gov/datasets/historic-landmarks-points,52,42,0:01:08,0,0.00%,7.69%,1664
/opendata.dc.gov/datasets/integrated-tax-system-public-extract-mixed-tax-types,52,38,0:00:25,3,66.67%,13.46%,1665
/opendata.dc.gov/datasets/misc.-polygons-planters,52,37,0:01:05,1,0.00%,7.69%,1666
/opendata.dc.gov/datasets/neighborhood-labels-as-centroids/data,52,46,0:01:08,1,0.00%,15.38%,1667
/opendata.dc.gov/datasets/regional-evacuation-routes,52,41,0:01:16,0,0.00%,21.15%,1668
/opendata.dc.gov/datasets/special-tree-permit,52,37,0:00:45,3,0.00%,11.54%,1669
/opendata.dc.gov/datasets/wards-by-population-2002/data,52,42,0:02:28,3,0.00%,17.31%,1670
/opendata.dc.gov/datasets?page=2&q=taxi,51,42,0:00:20,3,0.00%,9.80%,1671
/opendata.dc.gov/datasets?page=25&q=transportation,51,43,0:00:23,0,0.00%,0.00%,1672
/opendata.dc.gov/datasets?page=3&q=business,51,41,0:00:31,0,0.00%,0.00%,1673
/opendata.dc.gov/datasets?page=36&q=transportation,51,37,0:00:54,1,0.00%,1.96%,1674
/opendata.dc.gov/datasets?q=*&keyword=political&page=4&sort_by=updated_at,51,23,0:00:38,1,0.00%,3.92%,1675
/opendata.dc.gov/datasets?q=2017 ortho,51,44,0:02:59,3,60.00%,39.22%,1676
/opendata.dc.gov/datasets?q=bbl,51,26,0:00:13,7,0.00%,5.88%,1677
/opendata.dc.gov/datasets?q=child,51,40,0:00:47,1,0.00%,1.96%,1678
/opendata.dc.gov/datasets?q=DC owned Land,51,26,0:00:07,20,0.00%,1.96%,1679
/opendata.dc.gov/datasets?q=landmark,51,28,0:00:17,1,100.00%,1.96%,1680
/opendata.dc.gov/datasets/3059b56064c647b88cd4379ef10eac1a_40,51,40,0:01:24,1,0.00%,13.73%,1681
/opendata.dc.gov/datasets/38ca2191c6924e2abd96447ede4ccbd3_1,51,32,0:01:18,20,45.00%,39.22%,1682
/opendata.dc.gov/datasets/a4b123fdfd3a4e92a089b3acbd09de06_10,51,33,0:01:27,13,16.67%,11.76%,1683
/opendata.dc.gov/datasets/airport-runway-and-taxiway,51,43,0:01:45,13,38.46%,31.37%,1684
/opendata.dc.gov/datasets/c3aadfc8c6ca4a799870b0985a64df74_10/data,51,29,0:00:19,15,0.00%,9.80%,1685
/opendata.dc.gov/datasets/cb1149ef2e5649ae99d8b9bf1b0a612e_9,51,25,0:00:06,6,25.00%,7.84%,1686
/opendata.dc.gov/datasets/e47c3f1d387a45558366024dfb9dab5a_27,51,32,0:01:04,2,0.00%,11.76%,1687
/opendata.dc.gov/datasets/f454a3c756fc4813976b5affcfef5f98_8,51,30,0:00:04,7,0.00%,5.88%,1688
/opendata.dc.gov/datasets/maryland-area-regional-commuter-train-routes,51,37,0:00:19,2,100.00%,11.76%,1689
/opendata.dc.gov/datasets/metro-stations-in-dc/data,51,42,0:02:44,0,0.00%,13.73%,1690
/opendata.dc.gov/datasets/owner-polygons-data-dictionary,51,41,0:01:23,0,0.00%,13.73%,1691
/opendata.dc.gov/datasets/sidewalk-vendors,51,38,0:00:59,2,0.00%,9.80%,1692
/opendata.dc.gov/datasets/traffic-pole,51,42,0:01:41,3,33.33%,15.69%,1693
/opendata.dc.gov/datasets?page=2&q=buildings,50,39,0:02:34,2,0.00%,10.00%,1694
/opendata.dc.gov/datasets?page=7&q=political,50,44,0:00:38,0,0.00%,2.00%,1695
/opendata.dc.gov/datasets?page=8&q=public service,50,41,0:00:21,0,0.00%,2.00%,1696
/opendata.dc.gov/datasets?q=house,50,33,0:00:27,0,0.00%,10.00%,1697
/opendata.dc.gov/datasets?q=landuse,50,28,0:00:51,1,0.00%,4.00%,1698
/opendata.dc.gov/datasets?q=rail,50,36,0:01:10,2,0.00%,6.00%,1699
/opendata.dc.gov/datasets?q=speed,50,33,0:00:21,2,0.00%,8.00%,1700
/opendata.dc.gov/datasets?q=tax lot,50,36,0:00:52,0,0.00%,14.00%,1701
/opendata.dc.gov/datasets/0f68a4bcc11940a0a9b3ed77d3d3a1c6_14,50,30,0:01:07,3,33.33%,10.00%,1702
/opendata.dc.gov/datasets/2acc75ccdd954267acecb8713b2b800a_28?uiTab=table,50,23,<00:00:01,22,0.00%,6.00%,1703
/opendata.dc.gov/datasets/b9e53d4185ae490cb41bc895be829a7e_0,50,27,0:00:09,6,40.00%,10.00%,1704
/opendata.dc.gov/datasets/basic-business-license-in-2012,50,37,0:02:42,4,0.00%,8.00%,1705
/opendata.dc.gov/datasets/bf78692457244db0acc70ccda790aa74_4,50,34,0:00:51,3,20.00%,4.00%,1706
/opendata.dc.gov/datasets/bus-parking,50,41,0:01:24,2,50.00%,10.00%,1707
/opendata.dc.gov/datasets/c8cacaa7f74944d19a9941bc7bdee1a2_62,50,19,0:00:37,8,0.00%,6.00%,1708
/opendata.dc.gov/datasets/census-tracts-in-2010/geoservice,50,39,0:02:03,2,50.00%,16.00%,1709
/opendata.dc.gov/datasets/crime-incidents-2016,50,45,0:01:01,1,100.00%,18.00%,1710
/opendata.dc.gov/datasets/e19811adcf3f4357a042587bc859dece_12,50,21,0:00:02,10,0.00%,6.00%,1711
/opendata.dc.gov/datasets/f6c3c04113944f23a7993f2e603abaf2_23/,50,17,0:00:51,15,0.00%,18.00%,1712
/opendata.dc.gov/datasets/occupancy-permits-in-2016,50,37,0:01:02,1,0.00%,4.00%,1713
/opendata.dc.gov/datasets/potential-landmarks,50,39,0:01:10,1,0.00%,8.00%,1714
/opendata.dc.gov/datasets/tax-lots/data,50,42,0:01:28,1,0.00%,10.00%,1715
/opendata.dc.gov/datasets?content=spatial dataset&q=public safety,49,34,0:00:30,0,0.00%,8.16%,1716
/opendata.dc.gov/datasets?content=table&page=2,49,34,0:00:19,1,0.00%,6.12%,1717
/opendata.dc.gov/datasets?page=2&q=basemap,49,41,0:00:34,1,0.00%,12.24%,1718
/opendata.dc.gov/datasets?page=20,49,47,0:00:26,0,0.00%,2.04%,1719
/opendata.dc.gov/datasets?page=23&q=transportation,49,44,0:00:07,0,0.00%,0.00%,1720
/opendata.dc.gov/datasets?page=26&q=transportation,49,40,0:00:13,0,0.00%,2.04%,1721
/opendata.dc.gov/datasets?page=3&q=school,49,41,0:00:13,0,0.00%,4.08%,1722
/opendata.dc.gov/datasets?q=Chesapeake Bay Watershed,49,23,0:00:02,23,0.00%,8.16%,1723
/opendata.dc.gov/datasets?q=crimes,49,33,0:00:10,3,33.33%,10.20%,1724
/opendata.dc.gov/datasets?q=metro bus stops,49,42,0:00:19,3,0.00%,4.08%,1725
/opendata.dc.gov/datasets?q=orthophoto&sort_by=relevance,49,21,0:00:13,19,0.00%,8.16%,1726
/opendata.dc.gov/datasets?q=property&t=property,49,36,0:00:34,0,0.00%,4.08%,1727
/opendata.dc.gov/datasets?q=rental,49,40,0:00:51,1,0.00%,8.16%,1728
/opendata.dc.gov/datasets?q=sewershed,49,32,0:00:06,12,0.00%,4.08%,1729
/opendata.dc.gov/datasets?q=summer meals sites,49,41,0:00:15,0,0.00%,0.00%,1730
/opendata.dc.gov/datasets?q=traffic count,49,33,0:00:19,1,0.00%,2.04%,1731
/opendata.dc.gov/datasets?q=violation,49,27,0:00:15,0,0.00%,2.04%,1732
/opendata.dc.gov/datasets/0be36e1f2a6a43638a0d15ac540747a2_7,49,29,0:00:45,8,28.57%,10.20%,1733
/opendata.dc.gov/datasets/6136c4499c5f4c4280c871d4a02694ea_35,49,31,0:00:33,2,100.00%,8.16%,1734
/opendata.dc.gov/datasets/661a67b1feaa4493b8a7ffb5642614d6_4,49,24,0:00:03,2,0.00%,4.08%,1735
/opendata.dc.gov/datasets/a1431e92bb864462a77b555f6d098d01_13,49,21,0:00:50,1,0.00%,2.04%,1736
/opendata.dc.gov/datasets/address-and-square-suffix-lot-cross-reference/data,49,36,0:02:30,0,0.00%,14.29%,1737
/opendata.dc.gov/datasets/adult-mental-health-providers/data,49,37,0:00:57,2,50.00%,16.33%,1738
/opendata.dc.gov/datasets/b93ec7fc97734265a2da7da341f1bba2_6/data,49,37,0:03:57,4,20.00%,22.45%,1739
/opendata.dc.gov/datasets/basic-business-license-in-2013,49,35,0:01:32,1,0.00%,6.12%,1740
/opendata.dc.gov/datasets/census-tracts-by-population-2000/data,49,30,0:01:42,1,0.00%,6.12%,1741
/opendata.dc.gov/datasets/cooling-centers,49,36,0:01:05,0,0.00%,10.20%,1742
/opendata.dc.gov/datasets/d1e90a9b719a4966859b3f3a782372c5_39,49,24,0:00:23,9,0.00%,0.00%,1743
/opendata.dc.gov/datasets/d2e337096dfa4606b62ec89d832c9397_8,49,42,0:04:07,11,63.64%,42.86%,1744
/opendata.dc.gov/datasets/heritage-trails,49,42,0:01:47,1,0.00%,14.29%,1745
/opendata.dc.gov/datasets/public-school-administration-points,49,39,0:00:43,1,100.00%,6.12%,1746
/opendata.dc.gov/datasets/school-attendance-zones-elementary-change-area,49,38,0:00:39,1,50.00%,10.20%,1747
/opendata.dc.gov/datasets/school-attendance-zones-elementary-old,49,42,0:01:27,0,0.00%,16.33%,1748
/opendata.dc.gov/datasets/vision-zero-safety-transportation,49,43,0:01:48,6,0.00%,28.57%,1749
/opendata.dc.gov/datasets?content=web mapping application,48,43,0:01:02,0,0.00%,12.50%,1750
/opendata.dc.gov/datasets?page=23,48,41,0:00:15,0,0.00%,2.08%,1751
/opendata.dc.gov/datasets?q=clinics,48,38,0:00:41,1,0.00%,4.17%,1752
/opendata.dc.gov/datasets?q=demographic&sort=-updatedAt,48,33,0:00:19,0,0.00%,4.17%,1753
/opendata.dc.gov/datasets?q=MS4,48,27,0:00:04,12,0.00%,2.08%,1754
/opendata.dc.gov/datasets?q=property tax,48,23,0:00:46,0,0.00%,2.08%,1755
/opendata.dc.gov/datasets?q=stream,48,37,0:00:30,2,0.00%,8.33%,1756
/opendata.dc.gov/datasets/0e4b7d3a83b94a178b3d1f015db901ee_50,48,20,0:00:03,2,0.00%,0.00%,1757
/opendata.dc.gov/datasets/2014-building-energy-and-water-performance-benchmarking/data,48,32,0:00:57,1,0.00%,12.50%,1758
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_26,48,41,0:02:34,8,37.50%,25.00%,1759
/opendata.dc.gov/datasets/451ec584aacc4446ad1344fb748693ea_1,48,24,0:00:05,12,0.00%,25.00%,1760
/opendata.dc.gov/datasets/576fcff7221c4db29b342cfe6bcaeffa_25,48,35,0:00:32,0,0.00%,2.08%,1761
/opendata.dc.gov/datasets/af44cc967c6646eba8bed69fd2cbc922_6,48,29,0:00:10,5,40.00%,8.33%,1762
/opendata.dc.gov/datasets/da4b77b026844fac93d962daa0dad066_17,48,26,0:00:08,5,0.00%,6.25%,1763
/opendata.dc.gov/datasets/dfe4587bbbe043b4a3cc79e5efd6a3df_119,48,29,0:00:09,5,20.00%,10.42%,1764
/opendata.dc.gov/datasets/downtown-credit-trade-area,48,39,0:01:32,6,0.00%,16.67%,1765
/opendata.dc.gov/datasets/e1fc5f9a8d3e4408a064107d20630de7_28,48,26,0:00:13,9,0.00%,18.75%,1766
"/opendata.dc.gov/datasets/f6c3c04113944f23a7993f2e603abaf2_23?geometry=-77.062,38.897,-77.041,38.902",48,18,0:00:06,14,0.00%,0.00%,1767
/opendata.dc.gov/datasets/gsa-federal-locations-1,48,41,0:04:04,2,0.00%,14.58%,1768
/opendata.dc.gov/datasets/voting-precinct-2012,48,39,0:01:46,1,0.00%,10.42%,1769
/opendata.dc.gov/datasets/zip-codes/data,48,36,0:01:25,4,0.00%,27.08%,1770
/opendata.dc.gov/datasets?content=spatial dataset&page=2&q=transportation,47,42,0:00:15,2,0.00%,12.77%,1771
/opendata.dc.gov/datasets?page=2&q=historic,47,41,0:00:51,0,0.00%,2.13%,1772
/opendata.dc.gov/datasets?page=2&q=street,47,40,0:00:20,1,0.00%,4.26%,1773
/opendata.dc.gov/datasets?page=3&q=lidar,47,38,0:01:38,0,0.00%,8.51%,1774
/opendata.dc.gov/datasets?page=34&q=transportation,47,37,0:01:04,0,0.00%,6.38%,1775
/opendata.dc.gov/datasets?q=*&keyword=demographic&page=2&sort_by=updated_at,47,22,<00:00:01,2,0.00%,2.13%,1776
/opendata.dc.gov/datasets?q=*&page=4&sort_by=updated_at,47,26,0:00:01,4,0.00%,4.26%,1777
/opendata.dc.gov/datasets?q=311&t=311,47,36,0:00:37,1,100.00%,8.51%,1778
/opendata.dc.gov/datasets?q=accident,47,43,0:00:24,0,0.00%,4.26%,1779
/opendata.dc.gov/datasets?q=child development centers,47,42,0:00:09,0,0.00%,4.26%,1780
/opendata.dc.gov/datasets?q=DDOT GIS,47,28,0:00:02,13,0.00%,6.38%,1781
/opendata.dc.gov/datasets?q=historic districts,47,28,0:00:25,1,0.00%,2.13%,1782
/opendata.dc.gov/datasets?q=hydrology,47,27,0:00:12,8,0.00%,0.00%,1783
/opendata.dc.gov/datasets?q=lead,47,37,0:01:58,0,0.00%,8.51%,1784
/opendata.dc.gov/datasets/census-block-groups-by-2000-population-density,47,40,0:00:58,4,0.00%,10.64%,1785
/opendata.dc.gov/datasets/city-service-requests-in-2011,47,36,0:01:14,4,25.00%,6.38%,1786
/opendata.dc.gov/datasets/collaborative-area,47,31,0:01:28,0,0.00%,4.26%,1787
