URL,Pageviews,Unique_Pageviews,Avg_Time_on_Page,Entrances,Bounce_Rate,%_Exit,OBJECTID
"/opendata.dc.gov/datasets/supercan-trash-collection-areas?geometry=-78.32,38.713,-75.707,39.087",14,10,0:00:32,6,50.00%,64.29%,4425
/opendata.dc.gov/datasets/tax-lot-points/data,14,14,0:01:04,0,0.00%,14.29%,4426
/opendata.dc.gov/datasets/transportation-study-areas/geoservice,14,8,0:00:33,0,0.00%,7.14%,4427
"/opendata.dc.gov/datasets/ufa-street-trees?geometry=-76.999,38.894,-76.998,38.894",14,9,0:02:07,3,0.00%,21.43%,4428
/opendata.dc.gov/datasets/university-and-college-campuses/data,14,12,0:02:14,0,0.00%,0.00%,4429
"/opendata.dc.gov/datasets/vision-zero-safety?geometry=-77.445,38.81,-76.468,38.997",14,7,<00:00:01,1,0.00%,42.86%,4430
/opendata.dc.gov/datasets/washington-dc-boundary?selectedAttribute=STATE_CITY,14,7,0:00:07,3,0.00%,14.29%,4431
/opendata.dc.gov/datasets/zoning-development-standards/data,14,13,0:00:56,1,0.00%,14.29%,4432
/opendata.dc.gov/datasets?content=document&q=transportation,13,11,0:00:13,1,100.00%,15.38%,4433
/opendata.dc.gov/datasets?content=spatial dataset&page=16,13,13,0:00:14,0,0.00%,15.38%,4434
/opendata.dc.gov/datasets?content=spatial dataset&page=17,13,12,0:00:11,1,0.00%,0.00%,4435
/opendata.dc.gov/datasets?content=spatial dataset&page=19,13,11,0:00:14,0,0.00%,0.00%,4436
/opendata.dc.gov/datasets?content=spatial dataset&page=2&q=health,13,8,0:00:08,0,0.00%,7.69%,4437
/opendata.dc.gov/datasets?content=spatial dataset&page=24,13,10,0:00:15,0,0.00%,0.00%,4438
/opendata.dc.gov/datasets?content=spatial dataset&page=25,13,9,0:00:18,0,0.00%,0.00%,4439
/opendata.dc.gov/datasets?content=spatial dataset&page=4&sort=-updatedAt,13,12,0:00:25,0,0.00%,0.00%,4440
/opendata.dc.gov/datasets?content=spatial dataset&q=transportation&t=transportation,13,11,0:00:06,2,50.00%,30.77%,4441
/opendata.dc.gov/datasets?content=spatial dataset&q=utility,13,8,0:00:07,0,0.00%,0.00%,4442
"/opendata.dc.gov/datasets?content=spatial dataset&sort=name&t=all(dc gis,open data,washington dc,washington)",13,11,0:01:03,4,0.00%,7.69%,4443
/opendata.dc.gov/datasets?keyword=property&page=5&sort_by=updated_at,13,9,0:00:40,1,0.00%,15.38%,4444
/opendata.dc.gov/datasets?keyword=structure&page=2&sort_by=updated_at,13,12,0:00:14,2,100.00%,15.38%,4445
/opendata.dc.gov/datasets?page=10&q=business,13,10,0:00:25,0,0.00%,7.69%,4446
/opendata.dc.gov/datasets?page=10&q=planning&sort=name,13,6,0:00:09,0,0.00%,0.00%,4447
/opendata.dc.gov/datasets?page=12&sort=name,13,10,0:00:09,0,0.00%,0.00%,4448
/opendata.dc.gov/datasets?page=18&q=political,13,12,0:00:05,0,0.00%,0.00%,4449
/opendata.dc.gov/datasets?page=2&q=dcra,13,10,0:01:22,0,0.00%,0.00%,4450
/opendata.dc.gov/datasets?page=2&q=demographic&sort=-updatedAt,13,11,0:00:10,0,0.00%,7.69%,4451
/opendata.dc.gov/datasets?page=2&q=development,13,10,0:00:10,0,0.00%,7.69%,4452
/opendata.dc.gov/datasets?page=2&q=hydrology,13,10,0:00:07,0,0.00%,7.69%,4453
/opendata.dc.gov/datasets?page=2&q=LIDAR,13,7,0:00:57,1,0.00%,0.00%,4454
/opendata.dc.gov/datasets?page=2&q=sales,13,13,0:00:11,0,0.00%,7.69%,4455
/opendata.dc.gov/datasets?page=2&q=tax lot,13,6,0:00:12,0,0.00%,0.00%,4456
/opendata.dc.gov/datasets?page=2&q=zone,13,9,0:00:13,0,0.00%,7.69%,4457
"/opendata.dc.gov/datasets?page=2&source=City of Washington, DC",13,13,0:01:12,1,0.00%,0.00%,4458
/opendata.dc.gov/datasets?page=4&q=parking violation&sort=name,13,12,0:00:03,0,0.00%,0.00%,4459
/opendata.dc.gov/datasets?page=4&q=street,13,10,0:00:20,0,0.00%,7.69%,4460
/opendata.dc.gov/datasets?page=4&q=transportation&sort=name,13,10,0:00:29,0,0.00%,7.69%,4461
/opendata.dc.gov/datasets?page=5&q=parking violation&sort=name,13,12,0:00:03,0,0.00%,0.00%,4462
/opendata.dc.gov/datasets?page=5&q=parks,13,10,0:00:12,0,0.00%,0.00%,4463
/opendata.dc.gov/datasets?page=6&q=permit,13,12,0:00:19,0,0.00%,7.69%,4464
/opendata.dc.gov/datasets?page=7&q=land use,13,10,0:00:06,0,0.00%,7.69%,4465
/opendata.dc.gov/datasets?page=7&sort=name,13,11,0:00:09,0,0.00%,0.00%,4466
/opendata.dc.gov/datasets?page=7&t=dc gis,13,11,0:00:12,0,0.00%,0.00%,4467
/opendata.dc.gov/datasets?q=*&keyword=jul2016&page=2&sort_by=updated_at,13,7,0:00:01,2,0.00%,15.38%,4468
/opendata.dc.gov/datasets?q=*&keyword=political&page=3&sort_by=updated_at,13,7,0:00:01,1,0.00%,0.00%,4469
/opendata.dc.gov/datasets?q=1940 Census Tracts,13,9,0:04:33,8,50.00%,53.85%,4470
/opendata.dc.gov/datasets?q=20032,13,9,0:00:30,1,100.00%,23.08%,4471
/opendata.dc.gov/datasets?q=311+requests&sort_by=relevance,13,5,0:00:01,2,0.00%,0.00%,4472
/opendata.dc.gov/datasets?q=4th,13,10,0:00:43,0,0.00%,0.00%,4473
/opendata.dc.gov/datasets?q=aadt,13,11,0:00:10,0,0.00%,0.00%,4474
/opendata.dc.gov/datasets?q=Aboveground Storage Tanks,13,13,0:00:10,0,0.00%,0.00%,4475
/opendata.dc.gov/datasets?q=adams morgan,13,12,0:00:13,1,0.00%,7.69%,4476
/opendata.dc.gov/datasets?q=agency,13,6,0:00:14,1,0.00%,0.00%,4477
/opendata.dc.gov/datasets?q=aging services,13,10,0:02:32,0,0.00%,0.00%,4478
/opendata.dc.gov/datasets?q=amtrak,13,11,0:00:02,3,66.67%,38.46%,4479
/opendata.dc.gov/datasets?q=apartment,13,9,0:02:16,0,0.00%,7.69%,4480
"/opendata.dc.gov/datasets?q=artist density in washington, dc",13,12,0:00:23,1,0.00%,0.00%,4481
/opendata.dc.gov/datasets?q=Bike,13,6,0:00:06,0,0.00%,0.00%,4482
/opendata.dc.gov/datasets?q=block centroids,13,12,0:00:07,0,0.00%,0.00%,4483
/opendata.dc.gov/datasets?q=BMP,13,11,0:00:04,0,0.00%,0.00%,4484
/opendata.dc.gov/datasets?q=capital bike share,13,13,0:00:07,1,0.00%,0.00%,4485
/opendata.dc.gov/datasets?q=capitol,13,10,0:01:09,0,0.00%,15.38%,4486
/opendata.dc.gov/datasets?q=car share locations,13,10,0:00:16,0,0.00%,0.00%,4487
/opendata.dc.gov/datasets?q=census block groups 2000,13,10,0:00:22,1,0.00%,0.00%,4488
/opendata.dc.gov/datasets?q=charter,13,7,0:00:08,0,0.00%,0.00%,4489
/opendata.dc.gov/datasets?q=city service request 2014,13,10,0:00:46,0,0.00%,0.00%,4490
/opendata.dc.gov/datasets?q=code,13,11,0:00:12,0,0.00%,0.00%,4491
/opendata.dc.gov/datasets?q=combined sewer outfall sewer shed,13,13,0:00:09,0,0.00%,0.00%,4492
/opendata.dc.gov/datasets?q=condo relate,13,13,0:03:46,0,0.00%,7.69%,4493
/opendata.dc.gov/datasets?q=condo+approval+lots&sort_by=relevance,13,11,0:00:15,1,100.00%,15.38%,4494
/opendata.dc.gov/datasets?q=Council Of Governments,13,7,0:00:01,7,14.29%,7.69%,4495
/opendata.dc.gov/datasets?q=counties,13,10,0:00:31,1,0.00%,0.00%,4496
/opendata.dc.gov/datasets?q=court,13,8,0:00:20,0,0.00%,0.00%,4497
/opendata.dc.gov/datasets?q=credit union,13,8,0:00:03,5,0.00%,7.69%,4498
/opendata.dc.gov/datasets?q=Crime 2016,13,8,0:00:18,0,0.00%,0.00%,4499
/opendata.dc.gov/datasets?q=dc map,13,12,0:00:17,1,0.00%,0.00%,4500
/opendata.dc.gov/datasets?q=DDOT Street Functional Classification,13,8,0:03:03,2,0.00%,0.00%,4501
/opendata.dc.gov/datasets?q=Demographic,13,6,0:00:18,2,0.00%,0.00%,4502
/opendata.dc.gov/datasets?q=demographic&page=3&sort_by=relevance,13,8,0:02:50,2,0.00%,7.69%,4503
/opendata.dc.gov/datasets?q=DFHV,13,13,0:08:08,8,75.00%,69.23%,4504
/opendata.dc.gov/datasets?q=domestic violence,13,12,0:01:44,1,0.00%,0.00%,4505
/opendata.dc.gov/datasets?q=elderly,13,12,0:01:35,0,0.00%,0.00%,4506
/opendata.dc.gov/datasets?q=federal land (rpta ownership),13,10,0:00:15,1,0.00%,0.00%,4507
/opendata.dc.gov/datasets?q=floodplains from 2016,13,11,0:00:03,1,0.00%,7.69%,4508
/opendata.dc.gov/datasets?q=FOIA,13,8,0:01:27,1,0.00%,0.00%,4509
/opendata.dc.gov/datasets?q=food banks,13,13,0:00:21,1,0.00%,7.69%,4510
/opendata.dc.gov/datasets?q=grants,13,12,0:00:15,1,0.00%,0.00%,4511
/opendata.dc.gov/datasets?q=green infrastructure,13,10,0:00:11,1,0.00%,7.69%,4512
/opendata.dc.gov/datasets?q=green roof,13,12,0:00:08,2,0.00%,0.00%,4513
/opendata.dc.gov/datasets?q=halfway house,13,10,0:00:07,0,0.00%,0.00%,4514
/opendata.dc.gov/datasets?q=heat,13,13,0:00:12,1,0.00%,0.00%,4515
/opendata.dc.gov/datasets?q=heliports,13,8,0:00:03,6,0.00%,15.38%,4516
/opendata.dc.gov/datasets?q=highways,13,12,0:01:57,1,0.00%,7.69%,4517
/opendata.dc.gov/datasets?q=historic landmark,13,4,0:00:05,0,0.00%,0.00%,4518
/opendata.dc.gov/datasets?q=historical buildings,13,13,0:00:09,2,0.00%,0.00%,4519
/opendata.dc.gov/datasets?q=homicide&sort=-updatedAt&t=homicide,13,10,0:00:03,0,0.00%,0.00%,4520
/opendata.dc.gov/datasets?q=intersection points,13,12,0:00:09,0,0.00%,7.69%,4521
/opendata.dc.gov/datasets?q=Land Use,13,7,0:00:08,1,0.00%,0.00%,4522
/opendata.dc.gov/datasets?q=light,13,10,0:00:07,0,0.00%,7.69%,4523
/opendata.dc.gov/datasets?q=manholes,13,10,0:00:05,0,0.00%,7.69%,4524
/opendata.dc.gov/datasets?q=maryland,13,11,0:00:18,0,0.00%,15.38%,4525
/opendata.dc.gov/datasets?q=meter,13,10,0:00:49,1,0.00%,15.38%,4526
/opendata.dc.gov/datasets?q=middle school,13,5,0:00:21,0,0.00%,0.00%,4527
/opendata.dc.gov/datasets?q=money,13,11,0:00:44,0,0.00%,0.00%,4528
/opendata.dc.gov/datasets?q=moving violations 2016&sort=name,13,3,0:00:08,0,0.00%,0.00%,4529
/opendata.dc.gov/datasets?q=neighborhood cluster,13,13,0:00:17,0,0.00%,0.00%,4530
/opendata.dc.gov/datasets?q=network,13,13,0:00:56,0,0.00%,38.46%,4531
/opendata.dc.gov/datasets?q=ownership parcels,13,12,0:00:21,1,0.00%,15.38%,4532
/opendata.dc.gov/datasets?q=parking meter - last 30 days,13,12,0:00:23,0,0.00%,23.08%,4533
/opendata.dc.gov/datasets?q=parking violation&sort=name,13,13,0:00:06,0,0.00%,0.00%,4534
/opendata.dc.gov/datasets?q=parking violations in march 2015,13,7,0:00:07,0,0.00%,0.00%,4535
/opendata.dc.gov/datasets?q=permit 2016,13,5,0:00:07,2,0.00%,0.00%,4536
/opendata.dc.gov/datasets?q=picture&t=aerial photography,13,8,0:03:12,0,0.00%,7.69%,4537
/opendata.dc.gov/datasets?q=pipes,13,12,0:00:12,0,0.00%,0.00%,4538
/opendata.dc.gov/datasets?q=planimetrics,13,11,0:00:19,0,0.00%,15.38%,4539
/opendata.dc.gov/datasets?q=Police Districts (MPD),13,7,0:00:10,3,0.00%,7.69%,4540
/opendata.dc.gov/datasets?q=police+service+areas+(psa)&sort_by=relevance,13,6,0:00:05,6,14.29%,7.69%,4541
/opendata.dc.gov/datasets?q=Precincts,13,7,0:00:25,6,0.00%,0.00%,4542
/opendata.dc.gov/datasets?q=primary care,13,11,0:00:05,0,0.00%,7.69%,4543
/opendata.dc.gov/datasets?q=public safety survey from 2017,13,12,0:00:04,1,0.00%,0.00%,4544
/opendata.dc.gov/datasets?q=public space permit,13,10,0:01:40,0,0.00%,0.00%,4545
/opendata.dc.gov/datasets?q=Public+Housing+Locations&sort_by=relevance&page=4,13,7,0:00:07,4,0.00%,0.00%,4546
/opendata.dc.gov/datasets?q=purchaseorders,13,3,0:00:05,2,0.00%,0.00%,4547
/opendata.dc.gov/datasets?q=ramps,13,11,0:00:20,1,0.00%,0.00%,4548
/opendata.dc.gov/datasets?q=real property tax assessment sub-neighborhoods,13,12,0:00:14,1,0.00%,0.00%,4549
/opendata.dc.gov/datasets?q=red light cameras,13,12,0:00:09,0,0.00%,0.00%,4550
/opendata.dc.gov/datasets?q=reservations,13,11,0:00:06,0,0.00%,0.00%,4551
/opendata.dc.gov/datasets?q=road&sort_by=relevance,13,9,0:03:30,3,0.00%,30.77%,4552
/opendata.dc.gov/datasets?q=route,13,6,0:00:10,0,0.00%,15.38%,4553
/opendata.dc.gov/datasets?q=School,13,11,0:00:48,0,0.00%,7.69%,4554
/opendata.dc.gov/datasets?q=school attendance,13,9,0:00:12,0,0.00%,7.69%,4555
/opendata.dc.gov/datasets?q=Schools,13,8,0:00:16,1,0.00%,7.69%,4556
/opendata.dc.gov/datasets?q=sex,13,10,0:00:20,0,0.00%,0.00%,4557
/opendata.dc.gov/datasets?q=sidewalk repair,13,5,0:00:04,0,0.00%,0.00%,4558
/opendata.dc.gov/datasets?q=speeding,13,8,0:00:24,0,0.00%,0.00%,4559
/opendata.dc.gov/datasets?q=Street Centerlines-Light,13,8,0:00:05,3,0.00%,30.77%,4560
/opendata.dc.gov/datasets?q=Subway,13,6,0:00:01,3,0.00%,0.00%,4561
/opendata.dc.gov/datasets?q=targeted employment area,13,10,0:00:11,1,0.00%,0.00%,4562
/opendata.dc.gov/datasets?q=topography - breaklines,13,9,0:00:13,1,0.00%,7.69%,4563
/opendata.dc.gov/datasets?q=traffic analysis zone,13,6,0:02:12,0,0.00%,0.00%,4564
/opendata.dc.gov/datasets?q=tree&sort_by=relevance,13,9,0:00:34,5,20.00%,23.08%,4565
/opendata.dc.gov/datasets?q=trees&sort_by=relevance,13,6,0:00:03,4,0.00%,7.69%,4566
/opendata.dc.gov/datasets?q=value,13,12,0:00:13,2,0.00%,0.00%,4567
/opendata.dc.gov/datasets?q=vre,13,11,0:00:18,0,0.00%,7.69%,4568
/opendata.dc.gov/datasets?q=waterbody,13,13,0:00:27,0,0.00%,0.00%,4569
/opendata.dc.gov/datasets?q=wealth,13,9,0:00:03,0,0.00%,0.00%,4570
"/opendata.dc.gov/datasets?t=all(district of columbia,dc gis)",13,12,0:00:09,0,0.00%,0.00%,4571
/opendata.dc.gov/datasets/02923e4697804406b9ee3268a160db99_11/geoservice,13,10,0:00:12,0,0.00%,7.69%,4572
/opendata.dc.gov/datasets/0330599ab72c4a189c9a2627c5db614c_3,13,8,0:00:23,0,0.00%,0.00%,4573
/opendata.dc.gov/datasets/04e62c8179404e3bb515d3b5bf4599e0_31/data,13,7,0:01:19,1,0.00%,7.69%,4574
/opendata.dc.gov/datasets/10e58174831e49a2aebaa129cc1c3bd5_20/data,13,11,0:02:17,5,25.00%,23.08%,4575
/opendata.dc.gov/datasets/13ced1ecaa9c4354bf774e27fe3c00ab_66/data,13,11,0:00:07,1,0.00%,7.69%,4576
/opendata.dc.gov/datasets/14faf3d4bfbe4ca4a713bf203a985151_0?uiTab=table&filterByExtent=false&orderByFields=SERVICETYPECODEDESCRIPTION+ASC&where=SERVICETYPECODEDESCRIPTION+like+'%Pothole%',13,7,0:02:29,6,0.00%,7.69%,4577
/opendata.dc.gov/datasets/1a714ebe2aae41b6a5c2dd96fb613733_12/data,13,8,0:00:23,1,0.00%,0.00%,4578
/opendata.dc.gov/datasets/1b3e77aaa6154d1285af639323b0504f_1,13,13,0:00:27,1,0.00%,7.69%,4579
/opendata.dc.gov/datasets/1b3e77aaa6154d1285af639323b0504f_6,13,10,0:00:31,1,0.00%,30.77%,4580
/opendata.dc.gov/datasets/2012-private-building-energy-and-water-performance-benchmarking/data,13,11,0:00:50,0,0.00%,15.38%,4581
/opendata.dc.gov/datasets/2013-arts-and-healing-grant,13,11,0:00:17,1,0.00%,15.38%,4582
/opendata.dc.gov/datasets/2013-arts-education-program-2/data,13,9,0:00:21,1,0.00%,7.69%,4583
/opendata.dc.gov/datasets/2014-building-energy-and-water-performance-benchmarking-retired,13,9,0:02:12,0,0.00%,23.08%,4584
/opendata.dc.gov/datasets/24f7a0db8fb844d4a288991cb493bbd9_28,13,7,0:00:04,0,0.00%,0.00%,4585
/opendata.dc.gov/datasets/2a70832d0e9d448fb3775a876c9ffb00_34,13,13,0:03:16,1,0.00%,7.69%,4586
/opendata.dc.gov/datasets/3089fba695824861834c205a81eefda5_55/data,13,10,0:00:51,0,0.00%,38.46%,4587
/opendata.dc.gov/datasets/32696e3a0ea44d3e890eb2127b75b4bc_29,13,4,0:00:42,1,0.00%,7.69%,4588
/opendata.dc.gov/datasets/394ad3d984234666b3ee0013038fe865_0,13,7,0:00:29,1,0.00%,7.69%,4589
/opendata.dc.gov/datasets/3e15a3bd2fd548b885a6fa5ac261ad29_10,13,12,0:03:56,6,83.33%,69.23%,4590
/opendata.dc.gov/datasets/3ec212f6f80c460cb51ec6d8a900067a_6,13,10,0:01:31,1,100.00%,23.08%,4591
/opendata.dc.gov/datasets/3fbeecb7e38846a6a5c3abff2ec71b8b_1?uiTab=table,13,8,0:00:04,3,33.33%,7.69%,4592
/opendata.dc.gov/datasets/42afe169d5e54ed7bddcd9343c881e60_7,13,8,0:02:41,1,0.00%,30.77%,4593
/opendata.dc.gov/datasets/47be87a68e7a4376a3bdbe15d85de398_6/data,13,9,0:00:41,0,0.00%,23.08%,4594
/opendata.dc.gov/datasets/497eeb0fd7e94f74b875363b53e1399c_3,13,6,0:00:06,0,0.00%,0.00%,4595
/opendata.dc.gov/datasets/50e8d059e58048fe8a72ce5d8c5e97e5,13,8,<00:00:01,1,100.00%,7.69%,4596
/opendata.dc.gov/datasets/585c8c3ef58c4f1ab1ddf1c759b3a8bd_39,13,9,0:01:10,0,0.00%,7.69%,4597
/opendata.dc.gov/datasets/5a0b79e379ac43a88807598b24cbcf8f_10/data,13,5,0:00:06,0,0.00%,0.00%,4598
/opendata.dc.gov/datasets/5b5e920c838d49808fb4b64d62750dae_16,13,8,0:00:08,5,0.00%,15.38%,4599
/opendata.dc.gov/datasets/623fbbdcb31041278778f97aa033d262_0?uiTab=table&filterByExtent=true,13,12,0:01:13,7,57.14%,53.85%,4600
/opendata.dc.gov/datasets/623fbbdcb31041278778f97aa033d262_3,13,13,0:00:46,0,0.00%,7.69%,4601
/opendata.dc.gov/datasets/683e671a380f45f29d7634c216c181f2_0/data,13,11,0:02:52,0,0.00%,7.69%,4602
/opendata.dc.gov/datasets/81a9d9885947483aa2088d81b20bfe66_10,13,13,0:02:18,0,0.00%,23.08%,4603
/opendata.dc.gov/datasets/84ab8b676a384c339062b53dca3bdfa2_41/data,13,11,0:01:36,0,0.00%,23.08%,4604
/opendata.dc.gov/datasets/920d1655a6d044259c37a35f6fab06f1_7,13,10,0:00:07,7,28.57%,15.38%,4605
/opendata.dc.gov/datasets/95254fae17bc4792bd47b53f71c2e503_19/geoservice,13,9,0:03:54,0,0.00%,15.38%,4606
/opendata.dc.gov/datasets/98407d88908c46d688d117729931f2c2_6,13,12,0:00:49,4,75.00%,38.46%,4607
/opendata.dc.gov/datasets/98407d88908c46d688d117729931f2c2_9,13,10,0:01:30,1,100.00%,7.69%,4608
"/opendata.dc.gov/datasets/98aee40a55384ddc8f1f1ea4088cdde9_8?geometry=-77.275,38.853,-76.753,38.946",13,8,0:05:42,7,28.57%,53.85%,4609
/opendata.dc.gov/datasets/aba010cff7fe4d4cb369a54b56cd7544_45/data,13,11,0:03:54,0,0.00%,30.77%,4610
"/opendata.dc.gov/datasets/adbb63799c9944ed9ae3cf82bd8f2fd5_3/data?geometry=-77.026,38.89,-77.019,38.891",13,5,0:02:59,5,20.00%,30.77%,4611
/opendata.dc.gov/datasets/affordable-housing/reports,13,7,0:00:17,0,0.00%,0.00%,4612
/opendata.dc.gov/datasets/arts-and-culture-organizations-as-501c3/data,13,11,0:00:17,0,0.00%,7.69%,4613
/opendata.dc.gov/datasets/basic-business-license-2012,13,13,0:00:20,0,0.00%,7.69%,4614
/opendata.dc.gov/datasets/basic-business-license-in-2013/data,13,11,0:05:10,1,0.00%,46.15%,4615
/opendata.dc.gov/datasets/bdbe356375d649ac8eceba21b5c8cb41_10,13,13,0:02:40,0,0.00%,7.69%,4616
/opendata.dc.gov/datasets/bicycle-lane-street-right-of-way,13,12,0:02:04,1,0.00%,15.38%,4617
"/opendata.dc.gov/datasets/c5fb3fbe4c694a59a6eef7bf5f8bc49a_25?geometry=-77.028,38.961,-76.973,38.971",13,8,0:09:56,7,0.00%,38.46%,4618
/opendata.dc.gov/datasets/camera-enforcement-locations/geoservice,13,12,0:00:26,0,0.00%,7.69%,4619
/opendata.dc.gov/datasets/cb2e33626e154b0882801b38b23c457d_67,13,9,0:01:34,2,0.00%,0.00%,4620
/opendata.dc.gov/datasets/cc055f19375e484cb0fee522700145d3,13,9,0:01:43,4,0.00%,30.77%,4621
/opendata.dc.gov/datasets/census-tracts-by-population-change-2000/geoservice,13,11,0:02:16,1,0.00%,0.00%,4622
/opendata.dc.gov/datasets/city-service-requests-in-2013/data,13,11,0:04:03,0,0.00%,15.38%,4623
/opendata.dc.gov/datasets/computer-assisted-mass-appraisal-commercial/geoservice,13,8,0:00:08,0,0.00%,0.00%,4624
/opendata.dc.gov/datasets/condo-approval-lots/data,13,11,0:00:22,0,0.00%,23.08%,4625
/opendata.dc.gov/datasets/conventional-recycling-days,13,10,0:01:29,1,0.00%,15.38%,4626
"/opendata.dc.gov/datasets/crashes-in-dc?geometry=-77.073,38.962,-77.051,38.967",13,7,0:00:00,6,0.00%,53.85%,4627
/opendata.dc.gov/datasets/crime-incidents-2015,13,12,0:00:32,0,0.00%,15.38%,4628
/opendata.dc.gov/datasets/crime-incidents-in-2017?orderBy=REPORT_DAT&orderByAsc=false,13,11,0:02:48,0,0.00%,7.69%,4629
"/opendata.dc.gov/datasets/crime-incidents-in-2017/geoservice?geometry=-77.671,38.811,-76.364,38.998",13,7,0:00:02,6,0.00%,0.00%,4630
/opendata.dc.gov/datasets/crime-incidents-in-the-last-30-days/geoservice,13,11,0:00:58,1,0.00%,15.38%,4631
"/opendata.dc.gov/datasets/d2e337096dfa4606b62ec89d832c9397_10?geometry=-78.77,38.731,-75.254,39.052",13,1,0:00:39,1,0.00%,0.00%,4632
/opendata.dc.gov/datasets/d6364e8d068e4e558c82040569f5d33a_26,13,13,0:00:15,2,0.00%,0.00%,4633
/opendata.dc.gov/datasets/d6364e8d068e4e558c82040569f5d33a_30,13,12,0:01:12,2,50.00%,30.77%,4634
/opendata.dc.gov/datasets/d6364e8d068e4e558c82040569f5d33a_5,13,12,0:04:34,1,0.00%,23.08%,4635
/opendata.dc.gov/datasets/d6c70978daa8461992658b69dccb3dbf_24/data,13,9,0:00:06,0,0.00%,0.00%,4636
/opendata.dc.gov/datasets/dc3289eab3d2400ea49c154863312434_8/geoservice,13,8,0:01:24,1,0.00%,7.69%,4637
/opendata.dc.gov/datasets/dd589772125d4ce29ae3022d099f5c8e_79/geoservice,13,11,0:02:10,0,0.00%,15.38%,4638
/opendata.dc.gov/datasets/dd7c7a92659b4f4a8971e9addacbf2db_51/data,13,12,0:00:27,7,42.86%,46.15%,4639
/opendata.dc.gov/datasets/ddot-sidewalk-cafe-inspections/data,13,11,0:03:45,3,0.00%,38.46%,4640
/opendata.dc.gov/datasets/development-enterprise-zones/data,13,11,0:05:11,0,0.00%,7.69%,4641
/opendata.dc.gov/datasets/district-government-land-owned-operated-and-or-managed/geoservice,13,10,0:00:49,0,0.00%,15.38%,4642
/opendata.dc.gov/datasets/dpw-parking-beats/data,13,12,0:01:33,0,0.00%,0.00%,4643
/opendata.dc.gov/datasets/e13f76cceaab4d8a9ac41a582ff485ff_4,13,10,0:00:58,1,100.00%,15.38%,4644
/opendata.dc.gov/datasets/e1c11c664dd5481f8bd2e3b93731b938_2,13,12,0:00:46,2,100.00%,30.77%,4645
/opendata.dc.gov/datasets/e64d3571cd794118bcd63dbcc80f96ef_3,13,7,0:00:11,0,0.00%,0.00%,4646
/opendata.dc.gov/datasets/ed418e61d7134e17bd218aee27c0ae83_20,13,7,0:00:01,1,0.00%,7.69%,4647
/opendata.dc.gov/datasets/f07d97c6fc9543d5987fa026636661d7_33/data,13,12,0:00:14,1,0.00%,23.08%,4648
/opendata.dc.gov/datasets/f298b3644b854ccba6efaa00249ccc66_15,13,10,0:00:47,2,50.00%,15.38%,4649
/opendata.dc.gov/datasets/fcfbf29074e549d8aff9b9c708179291_1/data,13,11,0:00:28,2,50.00%,7.69%,4650
/opendata.dc.gov/datasets/fire-alarm-districts/data,13,13,0:00:40,1,0.00%,7.69%,4651
/opendata.dc.gov/datasets/floodplains-from-2016/data,13,12,0:04:04,1,0.00%,23.08%,4652
"/opendata.dc.gov/datasets/grocery-store-locations?geometry=-77.265,38.863,-76.903,38.957",13,11,0:08:19,10,50.00%,84.62%,4653
/opendata.dc.gov/datasets/impervious-surface-2013/data,13,12,0:00:46,0,0.00%,15.38%,4654
/opendata.dc.gov/datasets/integrated-tax-system-public-extract-vacant-property/geoservice,13,7,0:00:19,0,0.00%,0.00%,4655
/opendata.dc.gov/datasets/it-staff-augmentation-program-managers/data,13,8,0:00:25,0,0.00%,0.00%,4656
/opendata.dc.gov/datasets/moving-violations-issued-in-april-2011,13,7,0:00:41,0,0.00%,0.00%,4657
/opendata.dc.gov/datasets/neighborhood-composition/data,13,10,0:01:09,1,0.00%,0.00%,4658
/opendata.dc.gov/datasets/owner-polygons-common-ownership-layer,13,13,0:01:44,0,0.00%,23.08%,4659
/opendata.dc.gov/datasets/parcel-lots-historical/data,13,10,0:02:58,1,0.00%,15.38%,4660
/opendata.dc.gov/datasets/park-and-ride-polygons/data,13,11,0:00:51,1,0.00%,15.38%,4661
/opendata.dc.gov/datasets/parking-violations-in-september-2016,13,12,0:00:38,0,0.00%,15.38%,4662
/opendata.dc.gov/datasets/parking-violations-issued-in-august-2015,13,11,0:01:12,0,0.00%,7.69%,4663
/opendata.dc.gov/datasets/parking-violations-issued-in-december-2014,13,9,0:00:48,0,0.00%,15.38%,4664
/opendata.dc.gov/datasets/parking-violations-issued-in-may-2016,13,10,0:01:10,0,0.00%,0.00%,4665
/opendata.dc.gov/datasets/property-sale-points-retired/geoservice,13,12,0:00:58,2,0.00%,7.69%,4666
"/opendata.dc.gov/datasets/public-schools?geometry=-77.664,38.812,-76.357,38.999",13,6,0:04:47,1,0.00%,0.00%,4667
/opendata.dc.gov/datasets/purchase-orders-in-2012/data,13,10,0:01:06,0,0.00%,15.38%,4668
/opendata.dc.gov/datasets/purchase-orders-in-2014/data,13,9,0:01:04,0,0.00%,23.08%,4669
/opendata.dc.gov/datasets/purchase-orders-in-2016/geoservice,13,7,0:00:56,1,0.00%,7.69%,4670
/opendata.dc.gov/datasets/record-lots-historical/data,13,13,0:00:44,0,0.00%,23.08%,4671
"/opendata.dc.gov/datasets/residential-parking-permit-blocks/data?geometry=-77.444,38.816,-76.577,39.003",13,12,0:05:03,0,0.00%,0.00%,4672
